NAME,TYPE,SUBSCRIPTION,RESOURCE GROUP,LOCATION,STATUS,OPERATING SYSTEM,SIZE,OS LICENSING BENEFIT,PRIVATE IP ADDRESS,DISKS,VM GENERATION,IMAGE PLAN,TAGS,RESOURCE LINK
"azeu1ppgwap02","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PGW","East US","Running","Linux","Standard_D8ds_v4","Azure Hybrid Benefit for Redhat","10.115.36.67","2","V2"," -","{""application"":""PGW"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362022"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""RHEL 8.2"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R2W4"",""RI_Purchased_SKU"":""Standard_D8ds_v4"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PGW/providers/Microsoft.Compute/virtualMachines/azeu1ppgwap02"
"azeu1ppgwcs01","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PGW","East US","Running","Linux","Standard_D4ds_v4","Azure Hybrid Benefit for Redhat","10.115.36.69","2","V2"," -","{""application"":""PGW"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362022"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""RHEL 8.2"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""CS"",""high_availability"":""HA"",""release"":""R2W4"",""RI_Purchased_SKU"":""Standard_D4ds_v4"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PGW/providers/Microsoft.Compute/virtualMachines/azeu1ppgwcs01"
"azeu1ppgwcs02","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PGW","East US","Running","Linux","Standard_D4ds_v4","Azure Hybrid Benefit for Redhat","10.115.36.71","2","V2"," -","{""application"":""PGW"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362022"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""RHEL 8.2"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""CS"",""high_availability"":""HA"",""release"":""R2W4"",""RI_Purchased_SKU"":""Standard_D4ds_v4"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PGW/providers/Microsoft.Compute/virtualMachines/azeu1ppgwcs02"
"azeu1ppgwdb01","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PGW","East US","Running","Linux","Standard_M32ts","Azure Hybrid Benefit for Redhat","10.115.37.48","2","V2"," -","{""application"":""PGW"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362022"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""RHEL 8.2"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""DB"",""high_availability"":""HA"",""release"":""R2W4"",""RI_Purchased_SKU"":""Standard_M32ts"",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PGW/providers/Microsoft.Compute/virtualMachines/azeu1ppgwdb01"
"azeu1ppgwdb02","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PGW","East US","Running","Linux","Standard_M32ts","Azure Hybrid Benefit for Redhat","10.115.37.50","2","V2"," -","{""application"":""PGW"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362022"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""RHEL 8.2"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""DB"",""high_availability"":""HA"",""release"":""R2W4"",""RI_Purchased_SKU"":""Standard_M32ts"",""SOC2"":"""",""RI_Purchased"":""YES""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PGW/providers/Microsoft.Compute/virtualMachines/azeu1ppgwdb02"
"azeu1pphlap01","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_E16ds_v4","Not enabled","10.115.36.169","2","V2"," -","{""application"":""PHL"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""OEL 8.5"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R4W5""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphlap01"
"azeu1pphlap02","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_E16ds_v4","Not enabled","10.115.36.171","2","V2","81-gen2","{""application"":""PHL"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""OEL 8.5"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphlap02"
"azeu1pphlap03","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_E16ds_v4","Not enabled","10.115.36.173","2","V2","81-gen2","{""application"":""PHL"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""OEL 8.5"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphlap03"
"azeu1pphlap04","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_E16ds_v4","Not enabled","10.115.36.175","2","V2","81-gen2","{""application"":""PHL"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362096"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""OEL 8.5"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphlap04"
"azeu1pphlap05","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_E16ds_v4","Not enabled","10.115.36.177","2","V2","81-gen2","{""application"":""PHL"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362096"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""OEL 8.5"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphlap05"
"azeu1pphlap06","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_E16ds_v4","Not enabled","10.115.36.179","2","V2","81-gen2","{""application"":""PHL"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362096"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""OEL 8.5"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphlap06"
"azeu1pphlap07","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_E16ds_v4","Not enabled","10.115.36.181","2","V2","81-gen2","{""application"":""PHL"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362096"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""OEL 8.5"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphlap07"
"azeu1pphlap08","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_E16ds_v4","Not enabled","10.115.36.183","2","V2","81-gen2","{""application"":""PHL"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""OEL 8.5"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphlap08"
"azeu1pphlap09","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_E16ds_v4","Not enabled","10.115.36.185","2","V2","81-gen2","{""application"":""PHL"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""OEL 8.5"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphlap09"
"azeu1pphlap10","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_E16ds_v4","Not enabled","10.115.36.187","2","V2","81-gen2","{""application"":""PHL"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""OEL 8.5"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphlap10"
"azeu1pphlap11","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_E16ds_v4","Not enabled","10.115.36.189","2","V2","81-gen2","{""application"":""PHL"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362096"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""OEL 8.5"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphlap11"
"azeu1pphlap12","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_E16ds_v4","Not enabled","10.115.36.191","2","V2","81-gen2","{""application"":""PHL"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362096"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""OEL 8.5"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphlap12"
"azeu1pphlap13","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_E16ds_v4","Not enabled","10.115.36.193","2","V2","81-gen2","{""application"":""PHL"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""OEL 8.5"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphlap13"
"azeu1pphlap14","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_E16ds_v4","Not enabled","10.115.36.195","2","V2","81-gen2","{""application"":""PHL"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362096"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""OEL 8.5"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphlap14"
"azeu1pphlap15","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_E16ds_v4","Not enabled","10.115.36.197","2","V2"," -","{""application"":""PHL"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""Billed"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""OEL 8.5"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphlap15"
"azeu1pphlap16","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_E16ds_v4","Not enabled","10.115.36.199","2","V2"," -","{""application"":""PHL"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362096"",""request_number"":""MIGRATION"",""billing_status"":""Billed"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""OEL 8.5"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R4W5""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphlap16"
"azeu1pphlap17","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_E16ds_v4","Not enabled","10.115.36.201","2","V2","81-gen2","{""application"":""PHL"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362096"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""OEL 8.5"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""NON-HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphlap17"
"azeu1pphlcs01","Virtual machine","C-SAP-PROD-01","rg-eu1-prd-phl","East US","Running","Linux","Standard_D4ds_v4","Azure Hybrid Benefit for Redhat","10.115.36.165","3","V2"," -","{""application"":""PHL"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362096"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""RHEL 8.2"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""CS"",""high_availability"":""HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/rg-eu1-prd-phl/providers/Microsoft.Compute/virtualMachines/azeu1pphlcs01"
"azeu1pphlcs02","Virtual machine","C-SAP-PROD-01","rg-eu1-prd-phl","East US","Running","Linux","Standard_D4ds_v4","Azure Hybrid Benefit for Redhat","10.115.36.167","3","V2"," -","{""application"":""PHL"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362096"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""RHEL 8.2"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""CS"",""high_availability"":""HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/rg-eu1-prd-phl/providers/Microsoft.Compute/virtualMachines/azeu1pphlcs02"
"azeu1pphldb01","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_M416ms_v2","Azure Hybrid Benefit for Redhat","10.115.37.88","2","V2"," -","{""application"":""PHL"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""RHEL 8.2"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""DB"",""high_availability"":""HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphldb01"
"azeu1pphldb02","Virtual machine","C-SAP-PROD-01","RG-EU1-PRD-PHL","East US","Running","Linux","Standard_M416ms_v2","Azure Hybrid Benefit for Redhat","10.115.37.90","2","V2"," -","{""application"":""PHL"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""roy.abuel@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""RHEL 8.2"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""DB"",""high_availability"":""HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/RG-EU1-PRD-PHL/providers/Microsoft.Compute/virtualMachines/azeu1pphldb02"
"azeu1pphwwd01","Virtual machine","C-SAP-PROD-01","rg-eu1-prd-phw","East US","Running","Linux","Standard_D4ds_v4","Azure Hybrid Benefit for Redhat","10.115.38.213","2","V2"," -","{""application"":""WebDisp"",""environment_type"":""PROD"",""technical_contact"":""dl_sapbasis@halliburton.com"",""cost_center"":""1002362096"",""request_number"":""MIGRATION"",""billing_status"":""BILLED"",""Delivery_Manager"":""Satyam.Ravula@halliburton.com"",""psl"":""ERP"",""technical_owner"":""satyam.ravula@halliburton.com"",""operating_system_version"":""RHEL 8.2"",""business_owner"":""Roy.Abuel@Halliburton.com"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/rg-eu1-prd-phw/providers/Microsoft.Compute/virtualMachines/azeu1pphwwd01"
"azeu1pphwwd02","Virtual machine","C-SAP-PROD-01","rg-eu1-prd-phw","East US","Running","Linux","Standard_D4ds_v4","Azure Hybrid Benefit for Redhat","10.115.38.215","2","V2"," -","{""application"":""WebDisp"",""technical_contact"":""dl_sapbasis@halliburton.com"",""environment_type"":""PROD"",""request_number"":""MIGRATION"",""cost_center"":""1002362096"",""billing_status"":""BILLED"",""technical_owner"":""satyam.ravula@halliburton.com"",""business_owner"":""Roy.Abuel@Halliburton.com"",""Delivery_Manager"":""Satyam.Ravula@halliburton.com"",""psl"":""ERP"",""operating_system_version"":""RHEL 8.2"",""migration_approach"":""REBUILD"",""migration_strategy"":""SAP"",""application_role"":""APP"",""high_availability"":""HA"",""release"":""R4W5"",""SOC2"":""""}","https://portal.azure.com#resource/subscriptions/a1ca4ad2-2508-4ec9-8614-baac6855b1f3/resourceGroups/rg-eu1-prd-phw/providers/Microsoft.Compute/virtualMachines/azeu1pphwwd02"
